year,ISO_code,countries,ECONOMIC FREEDOM,rank,quartile,1a_government_consumption,1b_transfers,1c_gov_enterprises,1_size_government,2c_protection_property_rights,2e_integrity_legal_system,2j_gender_adjustment,2_property_rights,3a_money_growth,3b_std_inflation,3c_inflation,3d_freedom_own_foreign_currency,3_sound_money,4a_tariffs,4c_black_market,4d_control_movement_capital_ppl,4_trade,5a_credit_market_reg,5_regulation
1990,NGA,Nigeria,3.5,105,4,5.479619333,9.825148112,0,2.493206444,3.2,1.7,0.925925926,2.817839686,6.055233402,1.928,8.568,0,4.137808351,3.491111111,5.4,0,2.963703704,3.56289623,5.076199089
1990,NOR,Norway,6.99,20,1,3.060674022,2.697547684,4,2.939555426,10,10,1,8.3465,6.774791473,8.912,9.226,10,8.728197868,8.633333333,10,8,8.877777778,8.509175843,6.076325421
1990,OMN,Oman,6.2,36,2,0,9.346049046,0,4.836512262,4.6,6.7,0.586206897,4.134163637,9.465958884,4.54,6.676,10,7.670489721,9.333333333,10,2,7.111111111,9.284866281,7.23597099
1990,HRV,Croatia,5.68,86,4,2.194765694,5.282099757,7.5,4.654579196,3.166666706,8.333333333,0.962962963,6.331426292,4.139723041,4.577189859,0,5,2.5,7.72,0,0,6.266111111,0,5.541426023
1990,EST,Estonia,6.915,40,2,5.741254318,6.20544033,8,5.571455154,5.173910235,6.666666667,1,7.20617923,4.160614234,5.176,3.27,5,4.482,9.773333333,0,0,3.257777778,0,7.118381897
1990,GUY,Guyana,4.135,101,4,7.10902559,0,2,4.036341863,1.2,1.4,0.923076923,3.281433758,1.865524309,0,6.898,0,2.190881077,6.828333334,8.2,5,4.929957265,4.614614615,6.174090097
1990,LVA,Latvia,6.46,57,3,7.649827714,5.489227531,5.5,5.298575619,3.779739187,8.333333333,1,6.864838077,3.452798844,7.444,6.852,5,6.432,8.893333334,0,0,8.602886667,7.315905174,5.782552691
1990,CZE,Czech Rep.,6.25,67,3,3.031168727,0,10,3.828420829,8.6,8.3,0.962962963,7.113820989,7.934929784,6.65533023,8.568716498,5,7.039744128,8.334444445,10,0,8.10086358,0,3.415992467
1990,LTU,Lithuania,6.195,14,1,4.339535421,7.109666809,9.34375,5.545424726,3.316555607,7.916666667,1,0.308787011,3.736865485,3.046359239,9.97,5,7.485,8.427056195,0,0,8.558268563,0,5.548653896
2000,AGO,Angola,4.0265625,140,4,2.281767366,8.639960831,0,3.640576066,4.114583333,5,1,3.151616736,1.230550301,0,5.948037177,1.71875,2.22433437,8.393813889,10,2.375231148,6.197875578,7.125,4.916768013
2000,ARM,Armenia,7.344375,39,2,8.348155499,8.508514986,5,7.839167621,3.133641277,5,1,5.120300374,8.556846161,9.016216742,9.003274162,10,9.144084266,8.570555555,10,6.786050755,7.590050847,9.323775104,7.031955729
2000,AZE,Azerbaijan,6.13375,93,3,7.097647932,7.08719346,1,5.296210348,3.441664774,6.473645833,0.923076923,5.458799516,8.736151128,8.17912399,8.344227398,5,7.295494434,7.4828,10,4.049419505,6.19531579,7.500739076,6.280419682
2000,ALB,Albania,6.53,73,3,9.097058824,7.801094455,6,7.63271776,2.293010753,3.333333333,0.962962963,5.399486999,9.567368513,5.027770263,9.989996373,5,7.396283787,6.113333333,10,1.538461538,5.883931624,5.35982041,6.335261045
2000,DZA,Algeria,4.91,115,4,4.529411765,8.414655549,4,5.648022438,3.275,3.333333333,0.666666667,3.021813439,7.947005408,5.135981232,9.931853704,5,7.003710086,4.94585255,7.78,1.666666667,5.348129804,2.261628337,3.546702551
2000,ARG,Argentina,7.34,37,2,6.877626783,7.222881006,10,7.775126947,3.71741,8.333333333,0.888888889,5.237369929,9.503391316,9.520434316,9.812812118,10,9.709159437,7.467625183,10,6.577694423,7.617734485,7.315676812,6.342809769
2000,AUS,Australia,8.19,8,1,4.794117647,7.093439968,10,6.221889404,8.26832,10,1,8.870259154,9.192604002,9.310817946,9.104963385,10,9.402096333,8.433333333,10,6.108096538,8.310559135,10,8.124555188
2000,AUT,Austria,7.96,14,1,4.158823529,2.933240206,10,4.773015934,8.65173,10,1,8.7578229,9.179728092,9.801713238,9.529907603,10,9.627837233,9.180390001,10,8.113668462,9.111234616,9.746959225,7.543134353
2000,BHS,Bahamas,6.66,64,3,5.176470588,8.967302452,7,7.78594326,3,6.666666667,0.945945946,6.175473137,8.051719315,9.639540767,9.791271347,0,6.870632857,3.333333333,10,1.538461538,4.957264957,10,7.5059
2000,BHR,Bahrain,7.42,34,2,3.778910945,9.429787711,4,6.802174664,5.95,8.333333333,0.536585366,5.027469298,9.707092986,6.908963144,9.859029409,10,9.118771385,9.193333333,10,6.923076923,8.904102564,9.337972296,7.256015988
2000,BGD,Bangladesh,5.91,87,3,10,9.277929155,4,8.069482289,2.01707,3.333333333,0.777777778,2.28267845,9.07186899,9.457372084,9.558348758,0,7.021897458,5.191111111,10,2.931815,5.997516528,6.682833154,6.15520637
2000,BRD,Barbados,6.13,80,3,3.911764706,10,10,6.852941176,3,5.403571429,0.871794872,4.870761734,7.890027791,9.398989633,9.512837393,0,6.700463704,6.2,9.8,0,5.333333333,8.369922137,6.890623035
2000,BEL,Belgium,7.76,19,1,3.452685422,3.812843353,10,4.566382194,7.56818,8.333333333,1,7.19720195,9.104065905,9.887835579,9.491072074,10,9.620743389,9.180390001,10,9.165429231,9.301243558,10,8.092512552
2000,BLZ,Belize,6.39,76,3,6.348463428,9.688563306,4,6.679008911,5.580480268,0,0.837837838,6.442286013,8.460489677,8.278770676,9.877196697,0,6.654114263,5.606666667,9.2,0.769230769,5.191965812,8.832429228,6.987483253
2000,BEN,Benin,5.25,109,4,7.448226788,10,2,4.724113394,3.729446344,4,0.111111111,2.008315048,8.048434285,9.255671856,9.166919115,0,6.617756314,7.6,10,0,5.866666667,9.417520341,7.04158209
2000,BOL,Bolivia,6.97,49,2,7.118439829,8.762174366,6,7.970153549,1.65033,5,0.888888889,3.742631879,9.543048333,8.656912624,9.079776546,10,9.319934376,8.624444444,10,7.775305962,8.077141351,9.209683717,5.758968643
2000,BWA,Botswana,7.44,33,2,0,8.038147139,2,4.759536785,5.116304374,6.666666667,1,6.954898006,9.855166397,8.239358496,8.27970297,10,9.093556966,6.84,10,6.923076923,7.940769231,10,8.457480977
2000,BRA,Brazil,5.98,85,3,4.441176471,5.959094532,8,5.975067751,5.08435,3.333333333,1,5.647998391,8.073519982,7.883512489,8.59121517,0,6.13706191,7.177777778,10,4.165760385,6.629734957,6.228698812,5.509460585
2000,BGR,Bulgaria,5.55,105,4,5.235294118,5.805084301,4,4.510094605,3.35067,6.666666667,1,5.807807262,0,0,7.93674804,5,3.23418701,7.848084161,10,5.042106538,7.328906425,8.907016833,6.866898385
2000,BDI,Burundi,4.8,116,4,7.963888529,9.427906344,0,5.797264958,2.533333333,5.239285715,0.862068966,2.800985861,7.668632793,6.951027251,5.138983051,5,6.189660774,1.129881132,10,2.307692308,4.479191146,1.416139983,4.744274712
2000,CMR,Cameroon,5.61,102,4,8,9.567100156,10,6.891775039,4,3.333333333,0.555555556,2.982067288,7.358750343,9.299941787,9.754561974,0,6.603313526,5.08,10,0.769230769,4.712307692,6.666666667,6.872835618
2000,CAN,Canada,8.27,7,1,4.541414487,6.343726567,10,5.971285263,7.98493,10,1,8.59858816,9.308941282,9.341857716,9.450670448,10,9.525367362,8.777692265,10,8.647051731,8.933455582,10,8.329611944
2000,CAF,Central Afr. Rep.,5.09,111,4,8.552941176,9.624344346,2,5.276470588,3.8,4,0.888888889,3.020033155,9.122848102,9.649472844,9.359319817,0,7.032910191,5.582222222,10,0,5.194074074,5.413282962,4.939199321
2000,TCD,Chad,5.43,108,4,9.441176471,9.918256131,0,6.4531442,1.541666667,4,0.793103448,3.084667763,9.668181805,7.65385625,9.235479824,0,6.63937947,6.24,10,0,5.518333333,4.679345074,5.450442706
2000,CHL,Chile,7.36,35,2,7.018763689,6.478507099,6,6.124317697,5.26772,8.333333333,0.777777778,5.92876534,9.583079454,8.396461959,9.231340206,10,9.302720405,8.911111111,10,4.3045825,8.047880486,9.272309694,7.383425626
2000,CHN,China,5.75,96,4,4.058823529,8.276566757,0,3.352941176,3.21731,6.666666667,1,5.677238806,8.903283228,8.629372267,9.948939044,5,8.120398635,7.106666667,10,2.712312885,6.498603638,6.462092631,5.114898493
2000,COL,Colombia,5.67,100,4,4.352941176,8.709209096,0,4.640537568,3.28399,1.666666667,1,4.02621251,8.278086767,8.811069881,8.155577644,0,6.311183573,7.851540072,10,3.9361925,6.997055643,8.700099934,6.388050592
2000,COD,"Congo, Dem. R.",4.01,122,4,9.28973156,10,10,7.44743289,4.698944438,1.666666667,0.333333333,1.497073453,0,0,0,5,1.25,8.7,1.428,2.307692308,4.145230769,6.313827609,5.710177124
2000,COG,"Congo, Rep. Of",4.26,121,4,1.601542166,9.550408719,4,4.537987721,1.975,3.333333333,0.793103448,1.904109783,7.238457985,0.100793478,9.83113331,0,4.292596193,7.428888889,10,0,5.80962963,3.493865346,4.752019433
2000,CRI,Costa Rica,7.46,31,1,6.941176471,8.59400545,6,7.13379548,4.5009,6.666666667,1,6.419527945,5.156213526,8.549219345,7.801495143,10,7.876732004,8.4,10,9.6312925,8.632952292,9.21274526,7.254766497
2000,CIV,Cote d'Ivoire,5.78,94,4,8.176470588,9.479564033,6,8.414008655,5.95,5,0.666666667,2.361397219,9.787367176,7.482678744,9.508010022,0,6.694513985,5.768888889,10,0,5.256296296,7.260484714,6.149916637
2000,HRV,Croatia,6.28,78,3,2.45362994,4.651392973,7,4.026255728,3.133333365,8.333333333,0.962962963,6.181056189,8.279446081,9.154379718,9.074128911,5,7.876988678,8.473333333,10,0,6.743333333,8.760075702,6.588643637
2000,CYP,Cyprus,6.64,67,3,6.021822078,6.727520436,8,6.187335629,5.040064103,8.333333333,0.897435897,7.568705574,8.645933813,9.7017374,9.171668471,0,6.879834921,7.993333333,10,0,6.748333333,8.906882578,5.835125096
2000,CZE,Czech Rep.,6.74,62,3,3.02106573,2.354178382,10,4.843811028,5.58445,8.333333333,0.962962963,6.247904486,9.869859568,8.42666046,9.219432996,5,8.128988256,8.22,10,7.034793077,8.305546603,6.944987745,6.159873587
2000,DNK,Denmark,8.06,11,1,1.74239287,3.672866617,10,4.228814872,8.81843,10,1,8.972071729,9.746668156,9.694697006,9.415044172,10,9.714102333,9.180390001,10,8.969574231,9.375216891,10,8.016460999
2000,DOM,Dominican Rep.,6.82,60,2,9.031362463,9.493770876,8,8.881283335,2.90058,5,0.888888889,4.405860634,9.388327118,9.419028528,8.455172868,0,6.815632128,5.775303311,10,6.516447308,6.802187655,9.389995045,7.188825189
2000,ECU,Ecuador,5.86,90,3,7.86246723,9.858310627,10,8.930194464,2.98393,5,0.888888889,3.768051943,4.254336723,5.357186993,0,10,4.902880929,7.144444444,10,7.690720577,7.496369589,4.630844116,4.216726877
2000,EGY,Egypt,6.51,74,3,8.294117647,9.215258856,0,6.127344126,5.1677,6.666666667,0.777777778,4.683762871,9.461827858,9.197040205,9.463238929,10,9.530526748,3.743439672,10,7.308585192,6.700618716,8.037084432,5.519139134
2000,SLV,El Salvador,7.72,20,1,8.699514261,10,8,8.674878565,4.05081,5,1,4.890724736,9.033161278,9.085496537,9.545742486,10,9.416100075,8.023563157,10,8.926659615,8.55644861,9.696007499,7.048021145
2000,EST,Estonia,7.6,23,1,3.725252219,5.980362949,8,5.926403792,5.001,6.666666667,1,6.976151544,8.321228468,7.148018585,9.194811004,10,8.666014514,9.985855842,10,7.819538077,9.139056813,9.333333333,7.310302682
2000,FIN,Finland,7.98,13,1,3.076238599,4.929946812,8,4.501546353,8.91845,10,1,9.114957743,9.484599014,9.382860374,9.326466623,10,9.548481502,9.180390001,10,8.077423077,9.233445353,10,7.512020534
2000,FRA,France,7.47,29,1,1.856770766,3.402564106,8,3.564833718,9.40188,8.333333333,1,7.420774664,8.836959824,9.847365598,9.661691542,10,9.586504241,9.180390001,10,8.007803462,8.974342116,9.785249344,7.824810639
2000,GAB,Gabon,5.71,99,4,7.647058824,9.809264305,10,7.614080782,6.042274848,5,0.75,3.824297862,9.745157089,3.599990879,9.899061739,0,5.811052427,6,10,0,5.333333333,5.853952578,5.947063544
2000,DEU,Germany,7.8,17,1,4.554152459,2.287164139,10,4.96032915,8.8351,8.333333333,1,8.579375453,8.773427736,9.712806519,9.70573313,10,9.547991847,9.180390001,10,9.475034615,9.407817404,8.333333333,6.497549836
2000,GHA,Ghana,5.82,93,4,7.117647059,9.237057221,2,6.08867607,4.041666667,3.333333333,1,4.92296077,7.455827328,5.853849227,4.961356125,5,5.81775817,6.537777778,10,1.538461538,6.560726496,4.927302669,5.685873557
2000,GRC,Greece,6.97,49,2,6.567738807,5.232616099,4,4.950088726,4.8343,5,1,5.376037727,8.696857989,9.211354854,9.366783496,10,9.318749085,9.180390001,10,8.300741346,9.01006492,7.671831318,6.204043863
2000,GTM,Guatemala,6.85,58,2,9.663458249,9.465940054,8,8.532349576,2.18377,3.333333333,1,3.939425988,7.472914497,9.283820625,8.804484531,5,7.640304913,7.933333333,10,7.463151346,7.86589117,8.521172624,6.249422034
2000,GNB,Guinea-Bissau,4.3,120,4,9.112667809,0,0,4.556333905,2.625,1.666666667,0.794871795,2.362661013,1.647063691,3.104065554,8.27273581,0,3.255966264,7.6,10,0,5.866666667,7.333333333,5.459449182
2000,GUY,Guyana,6.45,75,3,5.544117647,0,0,3.848039216,1.997767857,6.666666667,0.923076923,6.492669673,9.251115757,8.468046612,8.770291334,5,7.872363426,6.6,9,6.923076923,7.507692308,8.209136559,6.554103477
2000,HTI,Haiti,7.06,44,2,5.104395528,9.916893733,10,8.340429754,1.036231876,3.333333333,0.891891892,3.43155666,7.865566233,8.375342429,7.258455696,10,8.374841089,8,10,2,6.291666667,9.43873465,8.843589041
2000,HND,Honduras,6.9,56,2,7.42532573,9.046321526,7,8.117911814,2.30046,3.333333333,0.888888889,3.766772914,7.659554712,7.423036606,7.78845314,10,8.217761115,7.828888889,10,6.57242,7.539994306,9.427609597,6.864384808
2000,HKG,Hong Kong,8.92,1,1,7.582613465,9.836512262,10,9.354781432,6.30126,8.333333333,1,7.313297663,9.45761156,7.726907777,9.247311828,10,9.107957791,9.933333333,10,9.573379615,9.722734904,9.699872767,9.081189112
2000,HUN,Hungary,7.01,47,2,7.862422368,5.037141574,10,6.349890986,5.53444,6.666666667,1,6.731454154,7.618265642,7.969772963,8.04028307,5,7.157080419,7.309398204,10,4.5282125,7.588774343,8.884799553,7.22021655
2000,ISL,Iceland,7.99,12,1,3.439101551,8.339105835,7,6.069551846,7.61819,10,1,8.714227741,8.15886454,9.610841301,8.967918209,10,9.184406012,8.021892361,10,6.246325,8.202677257,8,7.791291085
2000,IND,India,6.22,79,3,6.735294118,8.592842239,4,6.832034089,3.26732,6.666666667,1,5.299838626,9.028766842,9.29242168,9.198113208,0,6.879825432,4.344444444,10,2.02424,5.740221528,6.834022471,6.341927402
2000,IDN,Indonesia,5.86,90,3,8.979908166,8.302001956,7,7.57047753,3.13396,3.333333333,0.666666667,2.840559908,5.562557114,0,9.256324041,10,6.204720289,7.882225693,10,4.830215,7.176122257,7.405421425,5.513482151
2000,IRN,Iran,5.57,104,4,4.677161707,9.520404602,4,4.924391577,5.532465832,6.666666667,0.555555556,4.854879381,7.14695623,7.730797908,7.104649736,10,7.995600969,8.337777778,8.860759494,0,5.732845757,4.666666667,4.325152973
2000,IRL,Ireland,8.08,10,1,5.329723314,4.201700983,10,6.132856074,7.0014,10,1,7.959343082,9.390105729,9.423231502,8.887033945,10,9.425092794,9.180390001,10,8.60825,9.136947917,9,7.758431657
2000,ISR,Israel,6.84,59,2,2.18135365,3.923705722,10,4.651264843,6.53464,8.333333333,0.962962963,6.778890104,9.072304448,8.503580074,9.771863118,5,8.08693691,9.676666667,10,7.01829,8.659327917,6.059411349,5.999109454
2000,ITA,Italy,7.59,24,1,4.840505286,4.639636959,10,5.620035561,7.80156,10,1,7.247507165,8.942772202,9.427640873,9.492462692,10,9.465718942,9.180390001,10,8.3629475,8.992276458,8.212196857,6.634172546
2000,JAM,Jamaica,7.53,27,1,6.087633609,10,10,8.521908402,4.10082,3.333333333,1,5.042599037,8.621541832,7.896041898,8.365783288,10,8.720841754,7.282222222,10,8.1804375,7.915808264,8.755208678,7.42441726
2000,JPN,Japan,7.93,16,1,5.043174242,6.811989101,7,5.963790836,7.55151,8.333333333,1,7.939452328,9.087251531,9.645080805,9.857559081,10,9.647472854,8.433333333,10,8.402443846,8.573663045,7.684770795,7.51472701
2000,JOR,Jordan,7.06,44,2,4.752558004,9.556986265,2,6.077386067,6.05121,6.666666667,0.555555556,5.085944485,9.849580084,8.971537287,9.866623815,10,9.671935297,4.353333333,10,8.19961,7.28628625,8.034668739,7.165169502
2000,KEN,Kenya,7.07,43,2,6.147058824,9.209809264,6,7.089217022,3,3.333333333,0.888888889,4.644551814,8.601803946,8.442075635,8.003994969,10,8.761968637,5.788888889,10,5.383,7.042972222,8,7.800789449
2000,KOR,"Korea, South",6.92,53,2,6.373201505,7.68147139,6,6.263668224,5.001,6.666666667,1,6.535198082,9.676574646,8.868479206,9.546933365,5,8.272996804,8.349555239,10,3.5786625,7.213434018,8.333333333,6.334160401
2000,KWT,Kuwait,6.97,49,2,1.407597635,7.079664617,7,6.371815563,4.756157586,8.333333333,0.592592593,5.990378316,9.890389263,2.978211131,9.497509075,10,8.091527367,9.273333333,10,4.614,7.962444444,7.223987889,6.458108104
2000,LVA,Latvia,7.24,39,2,4.935188766,5.801343344,4,5.184133027,3.81743,8.333333333,1,7.046412867,6.805597688,7.930636109,9.469415137,10,8.551412234,8.326666667,10,7.59923,8.185773333,9.606059624,7.237942336
2000,LTU,Lithuania,6.92,53,2,4.441176471,6.916881301,9.375,5.452685924,3.20064,8.333333333,1,7.17181362,7.473730969,6.092718477,9.797979798,5,7.091107311,8.500779057,10,7.810405,8.332092681,6.998297614,6.570977777
2000,LUX,Luxembourg,8.18,9,1,3.147574819,4.465258856,8,4.778208419,7.6,10,1,8.62,9.8094291,9.837661011,9.370525637,10,9.754403937,9.180390001,10,9.564,9.440264167,10,8.305555556
2000,MDG,Madagascar,5.87,89,3,9.754974908,9.862775015,2,7.205916641,2.65,5,0.555555556,3.183574837,7.852277626,8.223461228,7.594083972,5,7.167455706,4.113333333,10,3,5.945,6.22705414,5.85676147
2000,MWI,Malawi,5.05,112,4,6.823529412,9.482288828,0,5.32645456,3.23398,6.666666667,1,5.293784375,5.050052693,2.374285157,4.083702307,0,2.877010039,4.96,10,0.833333333,5.656666667,5.303239418,6.116564917
2000,MYS,Malaysia,6.64,67,3,5.866309093,8.446866485,2,6.078293895,4.23418,5,0.777777778,4.941676665,9.122706055,8.785502021,9.693051953,5,8.150315007,5.916,10,3.6881075,6.817860208,7.950586895,7.208752771
2000,MLI,Mali,5.99,84,3,7.469746655,9.972752044,4,7.147499566,2.708333333,5,0.555555556,3.449300487,9.996543855,8.721143882,9.864467668,5,8.395538851,7.733333333,10,0,6.141666667,4.943736149,4.826821399
2000,MLT,Malta,6.98,48,2,5.097213236,5.915531335,6,6.003186143,4,8.333333333,1,8.368324903,9.943815439,8.512170044,9.526081425,0,6.995516727,8.513677241,9.4,0.769,6.879002644,6.61912411,6.642895388
2000,MUS,Mauritius,7.54,26,1,7.004110746,8.485879925,6,7.372497668,4.80096,6.7,1,6.439452368,9.638951458,9.514901708,9.160142349,10,9.578498879,3.537777778,10,7.83513,7.224674028,9.097220684,7.070073345
2000,MEX,Mexico,6.6,69,3,7.651839655,7.922037524,8,7.143469295,4.38421,3.333333333,1,4.783784117,7.221006404,7.091520243,8.100996172,5,6.853380705,7.484444444,10,5.1194225,7.513626736,9.506800076,6.714481574
2000,MAR,Morocco,5.93,86,3,5.101601778,8.160762943,8,6.31559118,4.428861857,10,0.666666667,5.717963026,8.631376751,9.603104937,9.621073086,0,6.963888693,3.191111111,10,0,5.131111111,7.317885044,5.51954222
2000,MMR,Myanmar,3.65,123,4,8.277398882,0,4,5.759132961,2.617634804,5,0.926829268,2.81252331,6.927288225,5.215187288,9.978166897,0,5.530160603,0,0,0,0,3.418454365,4.140956646
2000,NAM,Namibia,6.65,65,3,2.235294118,9.329700272,4,5.141248598,5.81783,10,1,7.625201283,7.569012567,8.698510593,7.996,0,6.06588079,5.397777778,10,0,5.766111111,9.786411202,8.666126454
2000,NPL,Nepal,5.78,94,4,8.598460356,9.619439714,2,5.299230178,5.034580764,0,0.555555556,4.115926903,9.190133048,9.18914726,9.504235959,0,6.970879067,6.097777778,10,1.818181818,5.971986532,6.254925715,6.534517657
2000,NLD,Netherlands,7.96,14,1,2.538081348,2.786961578,8,3.956260732,9.08515,10,1,8.718330349,9.260103629,9.541890247,9.49524394,10,9.574309454,9.180390001,10,9.5394925,9.482285208,10,8.057112195
2000,NZL,New Zealand,8.58,5,1,4.83660282,6.902012012,10,6.684653708,7.15143,10,1,8.988272761,9.187557944,9.484698945,9.47699874,10,9.537313907,9.010295429,10,8.8916475,9.319462816,9.828519126,8.364033022
2000,NIC,Nicaragua,6.91,55,2,6.722186557,8.533143153,6,6.813832428,2.08375,6.666666667,0.888888889,4.171456323,7.577796216,9.258683908,7.8128,10,8.662320031,8.773333333,10,7.9945875,8.060824792,8.050149843,6.828054487
2000,NER,Niger,5.02,113,4,7.911764706,9.990633515,0,3.955882353,4.101252833,3.333333333,0.285714286,2.643905569,9.044254939,9.543916833,9.419970053,5,8.252035456,7.6,10,0,5.866666667,5.671076117,4.404948258
2000,NGA,Nigeria,5.17,110,4,7.564404619,9.870941605,2,6.188134873,2.51717,5,0.925925926,2.802805677,5.929031848,1.95326753,8.613341569,5,5.373910237,3.76,5.678478825,7.0377525,5.227471164,6.53174238,6.267109916
2000,NOR,Norway,7.36,35,2,2.758101262,4.761804457,2,3.25497643,7.20144,10,1,8.703081395,9.166855294,7.554429859,9.382786418,10,9.026017893,7.554666667,10,7.8409325,8.469928125,9,7.329436636
2000,OMN,Oman,7.47,29,1,1.647058824,9.612170754,0,5.314807394,6.640172773,8.333333333,0.586206897,6.018585476,9.615767089,3.876092572,9.74558,10,8.309359915,9.377777778,10,6.666666667,8.681481481,9.447818575,9.040056167
2010,ALB,Albania,7.35,38,1,8.088235294,7.386920981,7,7.743789069,4.046221272,4.166666667,0.962962963,5.255863188,9.85748656,9.753056785,9.289546522,10,9.725022467,8.450743438,10,3.675338174,7.246923526,7.038538539,6.791307688
2010,DZA,Algeria,5.07,147,4,1.941176471,8.190275298,0,3.37715059,3.469970725,5,0.730769231,3.839109257,8.349198852,6.132009732,9.217391304,5,7.174649972,6.908444444,8.565539984,1.791063787,5.788829752,5.666666667,5.156466891
2010,AGO,Angola,5.3,145,4,3.911764706,7.96274186,0,5.343626641,2.853712729,5,0.962962963,3.672884046,5.117562709,5.057451371,7.105891761,5,5.57022646,8.237022222,10,2.5032326,6.189830635,8.666666667,5.714331831
2010,ARG,Argentina,5.59,139,4,6.135294118,6.119042933,6,5.813584263,2.921977105,4.166666667,0.962962963,4.23403745,7.532735758,9.136862065,4.68,5,6.587399456,5.586577778,10,3.592951135,6.126315993,5.241274608,5.206860284
2010,ARM,Armenia,7.56,23,1,7.720588235,8.046321526,8,8.19172744,4.624827039,5,1,5.55831481,9.635997494,8.716879998,8.363684891,10,9.179140596,8.898222222,10,4.95280081,7.612935093,8.833871843,7.238780407
2010,AUS,Australia,8.02,5,1,4.358823529,6.803814714,10,6.665659561,7.587854513,9.166666667,1,8.085421268,9.126245813,9.332542287,9.430954864,10,9.472435741,8.830488889,10,2.969725917,7.519605968,9.404682797,8.373566089
2010,AUT,Austria,7.62,18,1,4.070588235,2.022070845,10,4.89816477,8.231708884,10,1,8.080429014,9.18714225,9.743813027,9.637293653,10,9.642062233,8.340669778,10,5.354564067,7.905210008,8.92412571,7.581996854
2010,AZE,Azerbaijan,5.97,128,4,4.117647059,8.262088574,0,4.344933908,4.734320926,5.833333333,0.923076923,5.741749521,7.005653534,4.136936109,8.866415374,5,6.252251254,8.134222222,10,3.330455103,6.484205675,8,7.036061706
2010,BHS,Bahamas,7.38,37,1,6.558823529,8.970572207,7,8.132348934,3,7.5,0.945945946,6.392441377,9.932793111,9.529560952,9.731194523,0,7.298387146,3.274533333,10,4.367138472,6.350370589,9.207725837,8.72243216
2010,BHR,Bahrain,7.47,29,1,4.735294118,9.439237057,4,7.043632794,7.863732413,8.333333333,0.536585366,5.376333813,8.560953515,5.400266351,9.607623063,10,8.392210732,8.218666667,10,5.399473471,7.977541696,8.473761531,8.576907821
2010,BGD,Bangladesh,6.35,109,3,9.794117647,9.564032698,8,9.089537586,4.4420206,3.333333333,0.814814815,3.273373282,8.07848469,9.479345882,8.374664722,0,6.483123823,6.414711111,10,2.00326579,6.035643025,8.26336833,6.880711384
2010,BRD,Barbados,6.63,92,3,5.558823529,6.226975477,7,5.946449752,8.044026928,6.666666667,0.871794872,7.289327128,9.222829975,8.255736935,8.835156293,0,6.578430801,5.796444444,10,5.616206545,6.800927055,6.161334063,6.523428247
2010,BEL,Belgium,7.39,36,1,2.532352941,2.427792916,10,3.990036464,7.278483565,8.333333333,0.961538462,6.943191907,9.349401195,9.865377721,9.5622767,10,9.694263904,8.340669778,10,6.094065102,8.19426578,9.602762891,8.121087232
2010,BLZ,Belize,6.52,100,3,6.205882353,8.746933167,6,6.98427184,4.732721667,0,0.837837838,4.003850644,9.79771301,9.303043193,9.82133995,0,7.230524038,6.483555556,10,3.453832547,6.35794859,9.616795364,8.024131178
2010,BEN,Benin,6.05,125,4,6.273529412,9.637057221,2,6.227646658,5.549575315,4,0.862068966,4.2108693,8.729111338,8.945726962,9.538528636,0,6.803341734,6.7956,10,2.236927772,6.095868983,10,6.893659911
2010,BOL,Bolivia,6.35,109,3,6.420588235,8.836512262,0,6.314275124,2.802272165,4.166666667,0.888888889,3.864972735,7.580703035,7.715246875,9.499646595,10,8.698899126,7.924111095,10,4.318131793,7.000048466,9,5.850713379
2010,BWA,Botswana,7.02,67,2,2.029411765,7.164032698,4,5.548361116,6.860499303,5.833333333,0.962962963,6.68051159,8.371074883,6.080354932,8.610224683,10,8.265413624,5.977333333,10,6.463393355,7.061737054,8.280915445,7.562484753
2010,BRA,Brazil,6.46,103,3,4.705882353,7.260741767,8,6.99165603,5.687346925,3.333333333,0.962962963,5.064090706,8.545827234,9.3306478,8.992336611,5,7.967202911,7.200355556,9.782981154,5.124750771,7.147032266,7.052726439,5.152449906
2010,BGR,Bulgaria,7.3,46,2,5.726470588,5.60626703,7,6.458184405,3.822652887,4.166666667,0.961538462,4.8914021,9.885687013,8.643479316,9.512198172,10,9.510341125,9.149869778,10,6.331503204,7.94159321,9.486572417,7.723095181
2010,BFA,Burkina Faso,5.93,131,4,4.5,9.95640327,0,4.81880109,5.487462388,5.833333333,0.962962963,4.252373316,8.40829985,9.237755149,9.847153853,0,6.873302213,7.177822222,10,2.275777379,6.063198052,9.381414062,7.663390407
2010,BDI,Burundi,5.18,146,4,3.5,9.725853594,0,4.408617865,2.840014942,5.219067383,0.862068966,2.776596376,7.478422663,6.828797119,8.719750195,5,7.006742494,4.643293711,10,1.164778669,4.944167461,7.598598599,6.77703339
2010,CMR,Cameroon,6.08,123,4,7.658823529,9.567100156,8,7.431480921,4.380307352,3.333333333,0.75862069,3.518051294,8.324032491,8.877560138,9.744923908,0,6.736629134,5.502133333,10,2.577522829,6.162360216,7.500500501,6.549720573
2010,CAN,Canada,8.01,6,1,3.729411765,6.941689373,7,5.917775285,8.323835326,9.166666667,1,8.155966126,9.54501547,8.638568937,9.644625692,10,9.457052525,7.253288889,10,6.518063683,7.836662449,9.360977172,8.704157754
